Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
58,1,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,5,Research Director,2,Single,19246,Yes,3,4,0,40,3,31,15,8
35,0,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,4,1,Research Scientist,3,Single,2506,No,3,3,0,7,3,2,2,2
42,0,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,6062,Yes,3,4,1,8,3,4,3,2
28,1,Travel_Rarely,Research & Development,4,Medical,3,Male,3,1,Research Scientist,3,Single,4382,No,3,4,0,5,2,2,2,1
36,0,Travel_Rarely,Human Resources,3,Human Resources,3,Male,3,1,Human Resources,2,Married,2143,No,3,2,1,8,3,5,2,4
32,0,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,2,2,Manufacturing Director,3,Married,6162,No,3,3,1,14,3,14,13,8
40,0,Travel_Frequently,Research & Development,4,Medical,1,Male,2,2,Laboratory Technician,3,Single,5094,No,3,4,0,10,3,1,0,0
30,0,Travel_Rarely,Research & Development,3,Medical,3,Female,2,2,Manufacturing Director,4,Single,6877,Yes,4,2,0,12,2,0,0,0
45,0,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,2,1,Research Scientist,3,Single,2274,No,3,4,0,1,3,1,0,0
42,0,Travel_Rarely,Research & Development,3,Life Sciences,2,Male,3,2,Manufacturing Director,2,Married,4434,No,3,4,1,10,2,9,8,8
38,0,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,2,2,Healthcare Representative,1,Divorced,6288,No,3,3,1,13,2,4,3,2
34,0,Travel_Frequently,Research & Development,4,Life Sciences,3,Female,2,1,Research Scientist,4,Single,2553,No,3,3,0,6,3,5,2,3
49,1,Travel_Rarely,Sales,3,Marketing,3,Female,3,3,Sales Executive,4,Married,7654,No,3,1,2,9,4,9,8,7
55,1,Travel_Rarely,Sales,1,Medical,3,Male,3,2,Sales Executive,4,Single,5160,No,3,3,0,12,2,9,7,3
43,0,Travel_Rarely,Research & Development,2,Life Sciences,2,Male,3,4,Research Director,1,Married,17159,No,4,3,1,22,3,4,1,0
27,0,Travel_Rarely,Research & Development,1,Technical Degree,3,Male,2,3,Research Director,4,Divorced,12808,Yes,3,2,1,9,3,9,8,8
35,0,Travel_Rarely,Research & Development,3,Other,3,Male,3,3,Manufacturing Director,3,Single,10221,No,4,2,0,17,4,8,5,6
28,0,Travel_Rarely,Sales,4,Marketing,2,Female,3,2,Sales Executive,2,Married,4779,Yes,4,1,0,8,3,8,7,5
34,0,Travel_Rarely,Human Resources,2,Human Resources,3,Male,3,1,Human Resources,4,Married,3737,No,3,3,1,4,1,3,2,2
26,1,Travel_Frequently,Research & Development,2,Medical,3,Female,2,1,Research Scientist,3,Married,2366,Yes,3,1,1,8,3,8,7,7
27,0,Non-Travel,Research & Development,3,Medical,4,Male,3,1,Research Scientist,4,Married,1706,No,3,3,3,0,2,0,0,0
51,0,Travel_Rarely,Sales,4,Marketing,1,Female,3,4,Manager,3,Married,16307,No,3,3,1,29,2,20,6,17
44,0,Travel_Rarely,Research & Development,3,Medical,4,Male,3,2,Healthcare Representative,2,Single,5933,No,3,4,0,10,2,5,2,3
25,0,Travel_Rarely,Research & Development,1,Medical,1,Male,4,1,Research Scientist,1,Single,3424,No,3,3,0,6,2,4,3,1
33,0,Travel_Rarely,Sales,3,Medical,1,Male,4,2,Sales Executive,1,Divorced,4037,No,4,1,1,9,3,9,8,8
35,0,Travel_Rarely,Research & Development,1,Medical,3,Female,2,1,Research Scientist,1,Single,2559,No,3,4,0,6,2,6,5,1
36,0,Travel_Rarely,Sales,2,Life Sciences,2,Male,3,2,Sales Executive,4,Married,6201,Yes,3,4,1,18,2,18,14,11
32,0,Travel_Rarely,Sales,4,Life Sciences,2,Male,3,2,Sales Executive,4,Divorced,4403,No,3,3,1,8,2,5,2,3
30,0,Travel_Frequently,Research & Development,4,Life Sciences,2,Male,2,1,Research Scientist,4,Divorced,3761,No,3,2,1,10,2,5,4,3
53,0,Travel_Rarely,Sales,2,Marketing,1,Female,2,3,Sales Executive,4,Married,10934,Yes,3,4,1,35,3,5,2,4
45,0,Travel_Rarely,Sales,3,Marketing,4,Male,3,3,Sales Executive,1,Divorced,10761,Yes,3,3,1,18,3,5,4,2
32,0,Travel_Rarely,Research & Development,2,Medical,3,Female,4,2,Research Scientist,3,Married,5175,No,3,3,1,9,2,5,3,3
52,0,Travel_Frequently,Research & Development,4,Medical,3,Female,2,4,Manufacturing Director,4,Married,13826,No,4,3,0,31,3,9,8,0
37,0,Travel_Rarely,Sales,4,Marketing,4,Male,2,2,Sales Executive,3,Divorced,6334,No,3,4,2,9,3,1,0,0
28,0,Travel_Rarely,Human Resources,2,Medical,2,Male,2,1,Human Resources,4,Divorced,4936,No,3,4,1,6,3,5,1,4
22,0,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,2,2,Manufacturing Director,4,Married,4775,No,4,1,2,4,1,2,2,2
44,0,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,4,1,Laboratory Technician,4,Married,2818,Yes,4,3,1,10,2,3,2,2
42,0,Travel_Frequently,Research & Development,1,Medical,2,Male,3,1,Research Scientist,4,Single,2515,Yes,3,4,0,8,3,2,1,2
36,0,Travel_Rarely,Human Resources,3,Life Sciences,1,Male,2,1,Human Resources,1,Married,2342,No,4,3,0,6,3,5,4,3
25,0,Travel_Rarely,Sales,1,Other,3,Male,3,2,Sales Executive,1,Married,4194,Yes,3,4,0,5,3,5,3,3
35,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,2,3,Manufacturing Director,3,Married,10685,Yes,4,2,1,17,3,17,14,15
35,1,Travel_Frequently,Research & Development,4,Life Sciences,4,Female,3,1,Research Scientist,2,Divorced,2022,Yes,3,1,1,10,2,10,2,8
32,0,Non-Travel,Research & Development,3,Life Sciences,4,Male,3,1,Laboratory Technician,4,Divorced,2314,No,3,2,1,4,3,3,0,2
25,0,Travel_Rarely,Sales,1,Marketing,3,Male,2,2,Sales Executive,1,Married,4256,No,3,1,0,5,4,5,2,3
49,0,Travel_Rarely,Research & Development,3,Technical Degree,3,Female,3,1,Research Scientist,1,Married,3580,No,3,2,1,7,3,4,2,2
24,0,Non-Travel,Research & Development,1,Life Sciences,1,Male,2,1,Laboratory Technician,4,Married,3162,No,3,4,0,6,2,5,2,4
32,0,Travel_Frequently,Sales,2,Life Sciences,2,Male,3,2,Sales Executive,2,Married,6524,No,3,4,1,10,3,10,8,3
38,0,Travel_Rarely,Sales,3,Marketing,2,Male,2,1,Sales Representative,2,Married,2899,No,3,4,1,3,3,2,2,2
42,0,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,4,2,Laboratory Technician,4,Married,5231,Yes,3,2,1,17,2,5,3,3
31,0,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,1,Research Scientist,4,Married,2356,Yes,3,2,1,8,3,6,4,2
29,1,Travel_Rarely,Sales,3,Medical,2,Female,2,1,Sales Representative,3,Divorced,2800,Yes,3,3,3,5,3,3,2,2
53,0,Travel_Rarely,Sales,3,Marketing,1,Male,3,4,Sales Executive,4,Married,11836,No,3,3,1,28,3,2,0,2
35,0,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,2,3,Manufacturing Director,2,Married,10903,No,3,1,0,16,3,13,10,8
37,0,Travel_Frequently,Sales,2,Medical,3,Female,3,1,Sales Representative,4,Married,2973,No,3,2,1,10,3,5,4,0
53,0,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,3,4,Research Director,4,Single,14275,No,3,3,0,33,3,12,9,8
43,0,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,3,2,Healthcare Representative,4,Married,5562,No,3,2,1,12,2,5,2,2
47,0,Travel_Rarely,Sales,2,Marketing,3,Female,3,2,Sales Executive,4,Married,4537,Yes,4,1,1,8,3,7,6,7
37,0,Non-Travel,Sales,2,Medical,1,Male,3,3,Sales Executive,2,Single,7642,Yes,3,4,0,10,3,10,0,9
50,0,Non-Travel,Research & Development,4,Life Sciences,1,Male,3,4,Manager,1,Divorced,17924,No,3,4,1,31,3,31,6,7
39,0,Travel_Rarely,Human Resources,3,Life Sciences,4,Female,2,2,Human Resources,4,Married,5204,No,3,3,2,13,3,5,4,4
33,0,Travel_Rarely,Human Resources,2,Human Resources,4,Male,3,1,Human Resources,2,Divorced,2277,Yes,3,3,1,7,4,4,3,3
32,1,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,3,1,Laboratory Technician,4,Single,2795,Yes,4,3,0,1,1,1,0,1
29,0,Travel_Rarely,Research & Development,1,Medical,1,Female,2,1,Laboratory Technician,4,Divorced,2532,No,3,3,3,8,3,4,3,3
44,0,Travel_Rarely,Research & Development,2,Life Sciences,2,Male,3,1,Research Scientist,1,Married,2559,Yes,3,4,0,8,3,8,7,1
28,0,Travel_Rarely,Sales,4,Medical,1,Male,3,2,Sales Executive,4,Single,4908,No,3,2,0,4,3,4,2,2
58,1,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,2,1,Laboratory Technician,4,Divorced,2380,Yes,3,4,1,3,2,1,0,0
43,0,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,2,Manufacturing Director,2,Divorced,4765,No,4,3,1,4,4,1,0,0
20,1,Travel_Rarely,Sales,3,Medical,3,Female,2,1,Sales Representative,3,Single,2044,No,3,4,0,2,2,2,2,2
21,1,Travel_Rarely,Research & Development,1,Other,4,Female,3,1,Research Scientist,4,Single,2693,No,3,1,0,1,2,1,0,0
36,0,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,3,2,Healthcare Representative,4,Married,6586,Yes,3,1,1,17,2,16,8,11
47,0,Travel_Rarely,Sales,4,Life Sciences,4,Female,2,1,Sales Representative,4,Single,3294,Yes,3,1,0,3,2,3,2,2
22,1,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,3,2,Manufacturing Director,3,Married,4171,Yes,3,1,1,4,4,3,2,2
41,1,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,1,1,Laboratory Technician,4,Divorced,2778,Yes,3,3,1,10,2,7,7,0
28,0,Travel_Rarely,Research & Development,3,Medical,3,Female,3,1,Research Scientist,3,Divorced,2377,No,3,2,1,6,3,2,2,2
39,1,Travel_Rarely,Research & Development,3,Medical,4,Male,3,1,Laboratory Technician,1,Married,2404,Yes,4,4,0,8,1,2,2,2
27,0,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,3,1,Research Scientist,3,Single,2318,No,3,3,0,1,3,1,1,0
34,0,Travel_Rarely,Research & Development,3,Life Sciences,2,Male,3,1,Laboratory Technician,2,Divorced,2008,No,3,2,2,1,3,1,0,0
42,0,Travel_Rarely,Sales,2,Medical,3,Female,2,2,Sales Executive,3,Single,6244,No,3,1,0,10,3,5,4,3
33,0,Travel_Rarely,Research & Development,4,Other,3,Male,2,1,Research Scientist,1,Single,2799,Yes,3,2,0,6,3,3,2,2
58,0,Travel_Rarely,Research & Development,3,Technical Degree,3,Female,2,3,Healthcare Representative,2,Divorced,10552,Yes,3,4,1,24,3,6,0,4
31,0,Travel_Rarely,Sales,4,Life Sciences,2,Male,2,1,Sales Representative,3,Married,2329,No,3,2,0,13,4,7,7,2
35,0,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,3,2,Healthcare Representative,4,Married,4014,Yes,4,4,1,10,1,10,6,7
49,0,Travel_Rarely,Research & Development,2,Other,1,Female,3,3,Laboratory Technician,2,Married,7403,No,3,3,1,29,2,26,9,7
48,0,Travel_Rarely,Research & Development,4,Medical,4,Male,3,1,Research Scientist,3,Married,2259,No,3,1,2,13,2,0,0,0
31,0,Non-Travel,Sales,2,Marketing,4,Female,3,2,Sales Executive,3,Married,6932,No,3,4,1,9,2,9,8,0
36,0,Travel_Rarely,Research & Development,4,Other,2,Male,3,1,Research Scientist,4,Single,4678,No,3,3,0,8,3,6,2,1
38,0,Travel_Rarely,Research & Development,3,Technical Degree,4,Female,3,3,Research Director,1,Married,13582,No,3,2,1,15,3,15,12,11
32,0,Non-Travel,Research & Development,3,Life Sciences,3,Female,2,1,Laboratory Technician,2,Married,2332,No,4,3,0,5,3,3,0,2
25,1,Travel_Rarely,Sales,2,Marketing,3,Male,2,1,Sales Representative,2,Married,2413,Yes,3,3,3,1,3,1,0,0
40,0,Travel_Rarely,Sales,4,Marketing,1,Male,2,3,Sales Executive,2,Divorced,9705,No,3,2,1,11,2,1,0,0
26,0,Travel_Frequently,Sales,3,Medical,3,Male,2,2,Sales Executive,1,Single,4294,No,3,2,0,7,3,7,7,7
41,0,Travel_Rarely,Research & Development,3,Medical,4,Male,3,1,Laboratory Technician,1,Single,4721,Yes,3,3,0,20,3,18,13,17
36,0,Travel_Rarely,Research & Development,4,Medical,3,Male,3,1,Laboratory Technician,3,Single,2519,No,4,3,0,16,3,11,8,9
19,1,Travel_Rarely,Sales,3,Other,4,Male,2,1,Sales Representative,2,Single,2121,Yes,3,2,0,1,4,1,0,0
20,1,Travel_Rarely,Research & Development,3,Technical Degree,1,Male,3,1,Laboratory Technician,1,Single,2973,No,3,2,0,1,3,1,0,0
31,0,Travel_Rarely,Research & Development,3,Medical,4,Female,3,2,Healthcare Representative,4,Married,5855,Yes,3,3,2,10,1,9,7,5
40,0,Travel_Frequently,Research & Development,4,Medical,4,Male,3,1,Research Scientist,2,Divorced,3617,Yes,3,4,1,3,3,1,1,0
32,0,Travel_Rarely,Research & Development,4,Medical,3,Female,3,2,Manufacturing Director,1,Married,6725,No,3,3,1,8,4,8,7,3
36,1,Travel_Rarely,Sales,1,Life Sciences,3,Male,2,3,Sales Executive,4,Married,10325,Yes,3,1,1,16,3,16,7,7
33,0,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,2,2,Healthcare Representative,4,Single,6949,No,3,1,0,6,3,5,0,4
37,1,Travel_Rarely,Sales,4,Life Sciences,1,Male,2,3,Sales Executive,3,Married,10609,No,3,3,0,17,1,14,1,7
45,0,Non-Travel,Research & Development,2,Life Sciences,3,Male,3,2,Laboratory Technician,2,Married,4447,No,3,2,0,9,2,9,7,8
29,0,Travel_Frequently,Sales,3,Technical Degree,3,Female,3,1,Sales Representative,4,Married,2157,No,3,2,1,3,3,3,1,2
35,0,Travel_Rarely,Sales,3,Medical,3,Female,3,2,Sales Executive,3,Married,4601,No,3,2,0,5,3,5,2,0
52,0,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,4,Manager,4,Married,17099,No,3,2,1,26,2,9,8,8
58,1,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,3,1,Research Scientist,3,Single,2479,No,4,1,0,7,3,1,0,0
53,0,Travel_Rarely,Sales,2,Medical,3,Male,3,4,Manager,3,Divorced,14852,No,3,3,1,22,4,17,13,2
30,0,Travel_Rarely,Sales,2,Other,3,Male,3,3,Sales Executive,3,Divorced,7264,No,3,1,1,10,4,8,4,7
38,0,Non-Travel,Sales,3,Technical Degree,3,Female,3,2,Sales Executive,4,Single,5666,Yes,3,2,0,6,3,5,3,3
35,0,Travel_Rarely,Sales,4,Life Sciences,4,Male,3,3,Sales Executive,4,Divorced,7823,No,3,2,1,12,3,10,9,8
39,0,Travel_Rarely,Sales,5,Life Sciences,1,Male,4,3,Sales Executive,3,Single,7880,No,3,4,0,9,3,8,7,7
40,1,Non-Travel,Sales,3,Life Sciences,2,Female,4,4,Sales Executive,2,Single,13194,Yes,3,4,0,22,2,1,0,0
47,0,Travel_Frequently,Research & Development,4,Medical,3,Male,4,2,Manufacturing Director,3,Divorced,5067,Yes,3,3,0,20,4,19,10,7
36,0,Non-Travel,Sales,4,Technical Degree,1,Male,3,2,Sales Executive,4,Divorced,5079,No,3,4,2,12,3,7,7,7
31,1,Non-Travel,Research & Development,2,Medical,3,Male,2,1,Research Scientist,1,Single,2321,Yes,4,1,0,4,3,3,2,2
33,0,Non-Travel,Sales,3,Life Sciences,4,Male,3,4,Manager,3,Single,17444,No,3,4,0,10,3,10,8,0
29,1,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,2,1,Research Scientist,1,Single,2404,Yes,4,3,0,3,3,0,0,0
33,0,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,3,1,Research Scientist,4,Single,3452,No,3,1,0,5,3,3,2,2
45,0,Travel_Rarely,Research & Development,4,Medical,4,Female,3,1,Laboratory Technician,4,Divorced,2270,No,3,4,2,8,3,5,3,2
50,0,Travel_Rarely,Research & Development,2,Medical,4,Male,3,4,Research Director,4,Divorced,17399,No,4,3,1,32,2,5,4,3
33,0,Travel_Frequently,Research & Development,4,Other,3,Female,4,2,Healthcare Representative,2,Married,5488,Yes,3,1,1,6,3,6,5,2
41,0,Travel_Frequently,Research & Development,3,Medical,1,Male,3,5,Research Director,3,Divorced,19419,No,3,2,1,21,4,18,16,11
27,0,Travel_Rarely,Research & Development,4,Technical Degree,3,Female,3,1,Laboratory Technician,2,Married,2811,No,3,2,1,4,3,2,2,2
45,0,Non-Travel,Research & Development,2,Life Sciences,4,Male,3,2,Laboratory Technician,1,Married,3633,Yes,3,3,1,9,3,9,8,8
47,0,Travel_Rarely,Sales,2,Life Sciences,4,Female,3,2,Sales Executive,4,Single,4163,Yes,3,3,0,9,3,9,0,7
30,1,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,1,Research Scientist,3,Married,2132,Yes,3,2,0,7,3,5,2,1
50,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,4,Manufacturing Director,3,Married,13973,Yes,3,4,1,22,3,12,11,5
38,0,Travel_Frequently,Research & Development,1,Medical,3,Male,3,1,Research Scientist,3,Married,2684,No,3,2,1,3,2,2,1,2
46,0,Travel_Rarely,Research & Development,2,Medical,4,Male,3,3,Manufacturing Director,3,Divorced,10845,No,3,2,1,13,3,8,7,7
24,0,Travel_Rarely,Research & Development,1,Medical,4,Female,2,2,Manufacturing Director,3,Divorced,4377,No,3,2,2,5,3,4,2,2
35,1,Travel_Rarely,Research & Development,4,Other,3,Male,2,1,Laboratory Technician,2,Divorced,3743,Yes,4,4,1,5,1,4,2,2
31,0,Travel_Frequently,Research & Development,1,Life Sciences,3,Female,3,2,Manufacturing Director,1,Married,4148,No,3,3,1,4,3,4,3,3
18,0,Non-Travel,Research & Development,2,Life Sciences,2,Male,3,1,Research Scientist,4,Single,1051,No,3,4,0,0,3,0,0,0
54,0,Travel_Rarely,Research & Development,3,Technical Degree,3,Female,3,3,Manufacturing Director,3,Married,10739,No,3,3,1,22,3,10,7,8
35,0,Travel_Rarely,Research & Development,4,Medical,3,Female,3,3,Healthcare Representative,3,Divorced,10388,Yes,3,3,1,16,2,16,10,1
30,0,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,4,3,Research Director,1,Married,11416,Yes,3,3,3,9,2,8,7,7
20,1,Travel_Rarely,Research & Development,3,Medical,4,Female,2,1,Research Scientist,1,Single,2600,Yes,3,1,0,1,3,1,0,0
30,1,Travel_Frequently,Research & Development,3,Medical,2,Female,3,1,Laboratory Technician,2,Single,2422,No,3,1,0,4,3,3,2,2
26,0,Travel_Rarely,Research & Development,2,Medical,4,Male,4,2,Manufacturing Director,4,Married,5472,No,3,2,0,8,3,8,7,3
22,0,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,1,1,Laboratory Technician,1,Married,2451,No,3,1,1,4,2,4,3,1
48,0,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,2,2,Healthcare Representative,3,Single,4240,No,3,4,0,19,3,2,2,2
48,0,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,2,3,Healthcare Representative,3,Single,10999,No,3,2,0,27,3,15,11,8
41,0,Travel_Rarely,Research & Development,2,Medical,4,Female,3,2,Manufacturing Director,3,Single,5003,No,3,2,0,8,3,2,2,1
39,0,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,2,4,Manufacturing Director,4,Married,12742,No,3,3,1,21,3,21,6,8
27,0,Travel_Rarely,Research & Development,4,Life Sciences,1,Female,3,2,Manufacturing Director,4,Married,4227,No,3,2,1,4,3,3,2,2
35,0,Travel_Rarely,Research & Development,3,Other,2,Male,3,1,Laboratory Technician,4,Divorced,3917,No,4,1,1,3,2,3,2,2
42,0,Travel_Rarely,Sales,2,Marketing,4,Male,3,5,Manager,3,Married,18303,No,3,2,0,21,4,1,0,0
50,0,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,3,1,Laboratory Technician,4,Married,2380,No,3,2,0,8,3,1,0,0
59,0,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,2,4,Manufacturing Director,4,Single,13726,Yes,3,1,0,30,3,5,3,3
37,1,Travel_Rarely,Research & Development,2,Medical,1,Female,1,2,Healthcare Representative,2,Married,4777,No,3,1,0,15,1,1,0,0
55,0,Travel_Frequently,Research & Development,4,Medical,3,Male,3,2,Healthcare Representative,2,Married,6385,Yes,3,4,2,17,3,8,7,7
41,0,Non-Travel,Research & Development,1,Life Sciences,2,Female,1,5,Research Director,3,Divorced,19973,No,4,2,2,21,3,21,16,10
38,0,Travel_Rarely,Sales,4,Life Sciences,2,Male,3,2,Sales Executive,4,Single,6861,Yes,3,3,0,19,3,1,0,0
26,1,Non-Travel,Sales,2,Medical,2,Male,1,2,Sales Executive,1,Single,4969,No,3,4,0,7,3,2,2,2
52,1,Travel_Rarely,Sales,1,Marketing,1,Female,1,5,Manager,4,Married,19845,No,3,4,1,33,3,32,14,9
44,0,Travel_Rarely,Sales,3,Medical,4,Female,4,4,Sales Executive,4,Married,13320,Yes,3,3,1,23,3,12,11,11
50,0,Non-Travel,Sales,3,Life Sciences,4,Female,3,2,Sales Executive,3,Married,6347,No,3,1,1,19,3,18,7,13
36,1,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,4,1,Laboratory Technician,1,Single,2743,No,3,3,0,18,3,17,13,14
39,0,Travel_Frequently,Research & Development,3,Medical,4,Female,3,3,Manufacturing Director,1,Single,10880,Yes,3,3,0,21,3,21,6,8
33,0,Non-Travel,Sales,1,Life Sciences,2,Female,2,1,Sales Representative,4,Single,2342,No,3,4,0,3,2,2,2,2
45,0,Travel_Rarely,Sales,2,Life Sciences,4,Female,3,4,Manager,4,Married,17650,No,3,2,1,26,4,9,3,1
32,0,Non-Travel,Research & Development,4,Medical,4,Female,3,1,Laboratory Technician,3,Single,4025,No,3,2,0,10,3,8,7,7
34,0,Travel_Rarely,Sales,4,Marketing,2,Male,4,2,Sales Executive,4,Divorced,9725,No,3,4,1,16,2,15,1,9
59,0,Travel_Rarely,Sales,2,Technical Degree,2,Male,3,3,Manager,4,Married,11904,Yes,3,3,1,14,1,6,4,4
45,0,Travel_Rarely,Human Resources,4,Medical,2,Male,3,1,Human Resources,2,Single,2177,No,3,1,0,6,3,6,3,4
53,0,Travel_Frequently,Sales,3,Marketing,3,Female,2,3,Sales Executive,2,Married,7525,No,3,1,1,30,3,15,7,12
36,1,Travel_Rarely,Research & Development,3,Other,1,Male,3,2,Laboratory Technician,3,Divorced,4834,No,3,2,1,9,2,1,0,0
26,1,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,2042,Yes,3,2,1,6,3,3,2,2
34,0,Travel_Rarely,Sales,4,Life Sciences,3,Female,3,1,Sales Representative,3,Married,2220,Yes,3,4,1,1,3,1,1,0
28,0,Travel_Rarely,Sales,1,Medical,4,Male,3,1,Sales Representative,2,Married,1052,No,4,2,0,1,3,1,0,0
38,0,Travel_Frequently,Research & Development,4,Other,3,Male,3,1,Research Scientist,3,Married,2821,No,3,1,1,8,3,2,2,2
50,0,Travel_Rarely,Research & Development,4,Medical,2,Male,3,5,Research Director,3,Married,19237,Yes,3,4,1,29,2,8,1,7
37,0,Travel_Rarely,Research & Development,3,Other,4,Female,3,2,Healthcare Representative,2,Single,4107,No,3,1,0,8,2,4,3,1
40,0,Travel_Rarely,Sales,3,Marketing,3,Male,3,2,Sales Executive,1,Married,8396,No,3,2,1,8,2,7,7,5
26,0,Travel_Frequently,Research & Development,1,Medical,1,Female,2,1,Research Scientist,3,Divorced,2007,No,3,3,2,5,3,5,3,3
46,0,Travel_Rarely,Research & Development,4,Medical,4,Male,3,5,Research Director,4,Divorced,19627,No,3,4,2,23,3,2,2,2
54,0,Travel_Rarely,Sales,4,Life Sciences,3,Female,2,3,Sales Executive,3,Married,10686,No,3,2,1,13,3,9,4,0
56,0,Travel_Frequently,Research & Development,3,Medical,1,Female,3,1,Research Scientist,3,Married,2942,No,3,2,1,18,3,5,4,3
36,0,Travel_Rarely,Research & Development,5,Medical,4,Female,2,3,Manufacturing Director,4,Single,8858,No,3,2,0,15,2,14,8,8
55,0,Non-Travel,Research & Development,1,Medical,3,Male,2,4,Manager,1,Single,16756,No,3,2,0,31,4,9,7,2
43,0,Travel_Rarely,Sales,3,Medical,3,Male,2,3,Sales Executive,4,Divorced,10798,No,3,3,1,18,3,1,0,0
20,1,Travel_Frequently,Sales,3,Marketing,4,Female,3,1,Sales Representative,4,Single,2323,Yes,3,2,0,2,3,2,2,2
21,1,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,2,1,Laboratory Technician,1,Single,1416,No,3,1,0,1,2,1,0,0
46,0,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,2,2,Research Scientist,1,Divorced,4615,Yes,4,1,3,19,3,16,13,7
51,1,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,3,1,Research Scientist,3,Married,2461,Yes,3,3,3,18,4,10,0,7
28,1,Non-Travel,Research & Development,2,Technical Degree,2,Male,2,3,Healthcare Representative,1,Single,8722,No,3,1,0,10,2,10,7,9
26,0,Travel_Rarely,Research & Development,2,Medical,1,Male,2,1,Laboratory Technician,1,Married,3955,No,3,1,2,6,3,5,3,3
30,0,Travel_Rarely,Research & Development,3,Other,3,Male,3,2,Manufacturing Director,1,Married,9957,No,3,3,1,7,2,6,2,2
41,0,Travel_Rarely,Research & Development,2,Technical Degree,2,Female,4,1,Research Scientist,3,Married,3376,No,3,3,0,10,3,10,6,8
38,0,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,2,3,Healthcare Representative,3,Married,8823,No,3,1,1,20,2,19,9,9
40,0,Travel_Rarely,Research & Development,4,Technical Degree,1,Male,3,3,Healthcare Representative,4,Married,10322,No,4,4,1,14,3,11,10,1
27,0,Non-Travel,Research & Development,5,Life Sciences,1,Male,1,1,Laboratory Technician,3,Married,4621,No,3,4,3,3,3,3,2,2
55,0,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,3,3,Manufacturing Director,2,Married,10976,No,3,2,1,23,3,3,2,2
28,0,Travel_Rarely,Research & Development,3,Other,3,Female,3,2,Research Scientist,3,Single,3660,No,3,4,0,10,4,8,7,7
44,1,Travel_Rarely,Human Resources,2,Medical,2,Male,2,3,Human Resources,1,Married,10482,No,3,4,1,24,3,20,6,6
33,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,2,3,Healthcare Representative,4,Divorced,7119,No,3,3,1,9,3,3,2,2
35,1,Travel_Rarely,Sales,3,Technical Degree,4,Male,3,3,Sales Executive,1,Single,9582,Yes,4,1,0,9,3,8,7,7
33,1,Travel_Frequently,Research & Development,4,Medical,1,Female,2,2,Research Scientist,3,Single,4508,No,4,2,0,14,3,13,7,8
28,0,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,3,1,Laboratory Technician,3,Divorced,2207,No,3,4,1,4,2,4,2,2
